location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,33,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,151,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,223,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,30,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,44000,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,98,µg/m³,12.990328,77.5431385,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,61000,µg/m³,12.990328,77.5431385,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,49,µg/m³,12.990328,77.5431385,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,5,µg/m³,12.990328,77.5431385,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,83000,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sirifort, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,2,µg/m³,28.5504249,77.2159377,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sirifort, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,186,µg/m³,28.5504249,77.2159377,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,31,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,7,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,110,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,93,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector- 16A, Faridabad, Haryana - HSPCB",Faridabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,60,µg/m³,28.4088421,77.3099081,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector- 16A, Faridabad, Haryana - HSPCB",Faridabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,17,µg/m³,28.4088421,77.3099081,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,61,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,47000,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sonia Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,257,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector- 16A, Faridabad, Haryana - HSPCB",Faridabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,233,µg/m³,28.4088421,77.3099081,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"City Railway Station, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,103000,µg/m³,12.9756843,77.5660749,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"City Railway Station, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,137,µg/m³,12.9756843,77.5660749,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"City Railway Station, Bengaluru - KSPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,102,µg/m³,12.9756843,77.5660749,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"NSIT Dwarka, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,37000,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sonia Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,46000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Narela, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,34000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector- 16A, Faridabad, Haryana - HSPCB",Faridabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,78,µg/m³,28.4088421,77.3099081,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Nehru Nagar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,192,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Narela, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,211,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,46000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Peenya, Bengaluru - CPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,105,µg/m³,13.0270199,77.494094,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Peenya, Bengaluru - CPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,22,µg/m³,13.0270199,77.494094,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Peenya, Bengaluru - CPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,6,µg/m³,13.0270199,77.494094,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Peenya, Bengaluru - CPCB",Bengaluru,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,50000,µg/m³,13.0270199,77.494094,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,62000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Maninagar, Ahmedabad - GPCB",Ahmedabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,79,µg/m³,23.002657,72.591912,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Maninagar, Ahmedabad - GPCB",Ahmedabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,110,µg/m³,23.002657,72.591912,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Maninagar, Ahmedabad - GPCB",Ahmedabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,99,µg/m³,23.002657,72.591912,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Maninagar, Ahmedabad - GPCB",Ahmedabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,148,µg/m³,23.002657,72.591912,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mandir Marg, New Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,56000,µg/m³,28.6372688,77.2005604,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IHBAS, Dilshad Garden,New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,198,µg/m³,28.6802747,77.2011573,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"North Campus, DU, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,38,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Maninagar, Ahmedabad - GPCB",Ahmedabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,24000,µg/m³,23.002657,72.591912,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Nehru Nagar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,47000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shadipur, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,59,µg/m³,28.6514781,77.1473105,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Patparganj, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,35000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Rohini, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,79000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vivek Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,60000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vivek Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,128,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,94,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,46000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,94,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,102,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Najafgarh, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,15000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"NSIT Dwarka, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,53,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Patparganj, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,160,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shadipur, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,78,µg/m³,28.6514781,77.1473105,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shadipur, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,169,µg/m³,28.6514781,77.1473105,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Lodhi Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,35,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Najafgarh, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,212,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Rohini, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,181,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Lodhi Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,121000,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shadipur, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,59000,µg/m³,28.6514781,77.1473105,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shadipur, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,10,µg/m³,28.6514781,77.1473105,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,65000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,74,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"R K Puram, New Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,215,µg/m³,28.5646102,77.1670103,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"R K Puram, New Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,49000,µg/m³,28.5646102,77.1670103,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
